"","Zip Code","Latitude","Longitude","Electric Consumption Average (KWH)","Electric Average Charge"
"811",11213,40.67135086,-73.93048072,2369.51968503937,652.228661417323
"812",10035,40.79844992,-73.93029631,14128.5355648536,1936.15907949791
"813",10452,40.83554642,-73.93018828,31417.3228346457,4027.45633858268
"814",10035,40.79765502,-73.93009438,15464.10041841,2096.30468619247
"815",10035,40.79817426,-73.93004304,16615.5648535565,2275.93087866109
"816",10452,40.83611927,-73.92991277,34156.6929133858,4376.8994488189
"817",10035,40.79739283,-73.92987145,15272.9707112971,2091.85753138075
"818",11213,40.67074709,-73.92959062,3816.85039370079,462.695511811024
"819",10452,40.83679625,-73.92957491,31763.7795275591,4079.84748031496
"820",11213,40.67061986,-73.9290618,2820.47244094488,770.138031496063
"821",11213,40.67117123,-73.92903454,2998.20472440945,657.29
"822",10452,40.83716046,-73.92893974,39647.2440944882,5064.59027559055
"823",11213,40.67216195,-73.92882394,1184.74015748032,326.01157480315
"824",10452,40.83796155,-73.92878508,67458.2677165354,8664.29909448819
"825",11213,40.67145557,-73.92867367,2450.26771653543,300.750787401575
"826",11213,40.67214882,-73.92862433,3071.62204724409,848.658503937008
"827",11213,40.67213877,-73.92844169,1109.62204724409,304.134173228346
"828",11213,40.67123933,-73.92839577,2253.25984251969,605.55937007874
"829",11213,40.67143726,-73.92838884,5362.86614173228,646.115196850394
"830",11213,40.67095756,-73.92826689,2321.00787401575,637.084803149606
"831",11213,40.6717735,-73.9281889,982.220779220779,269.959480519481
"832",11213,40.67199751,-73.92816348,2211.91428571429,319.049428571429
"833",11212,40.661737,-73.928094,35115.7480314961,4846.1031496063
"834",11233,40.67538183,-73.92742124,16004,1993.56033333333
"835",11233,40.6761921,-73.92734086,14643,1819.83604166667
"836",11233,40.67573416,-73.92705716,15565,1936.74483333333
"837",11213,40.67113916,-73.92664112,3219.73228346457,877.579291338583
"838",11233,40.67533179,-73.92648686,15566.8049792531,1962.6212033195
"839",11213,40.6711277,-73.92640796,2559.82677165354,708.976377952756
"840",11233,40.67613244,-73.92640652,14349,1786.72204166667
"841",10454,40.80925809,-73.92623992,324190.082644628,44044.7354132231
"842",11213,40.67111242,-73.9261734,2400.8031496063,655.459842519685
"843",11233,40.67533672,-73.92598537,13941.3765182186,1724.99530364372
"844",11213,40.67109869,-73.92594375,2820.75590551181,770.519842519685
"845",11233,40.67607976,-73.92591601,16374.1666666667,2032.88358333333
"846",10451,40.81208963,-73.92585715,16059.8347107438,2115.94900826446
"847",11233,40.67528189,-73.92562128,16092,2029.61241666667
"848",10451,40.81267737,-73.92560074,30559.3388429752,4002.79297520661
"849",11233,40.67609231,-73.925541,15404.3333333333,1947.439125
"850",10451,40.81316994,-73.92531052,26377.1900826446,3478.83301652893
"851",11233,40.68058104,-73.92530858,20481.2903225806,2696.58677419355
"852",11233,40.68132817,-73.92520202,22298.8709677419,2937.95116935484
"853",11213,40.6714099,-73.92517645,3229.93700787402,543.469527559055
"854",11233,40.67529047,-73.92512324,14400.1666666667,1806.5485
"855",11233,40.6760336,-73.92505218,21608.2987551867,2655.23601659751
"856",11233,40.67989458,-73.92491599,18937.4193548387,2503.44875
"857",10451,40.81261321,-73.92475173,25899.5041322314,3418.50979338843
"858",11233,40.67510201,-73.92469329,63031.4960629921,8237.50377952756
"859",11233,40.67091778,-73.92468664,4141.47244094488,731.729606299213
"860",11233,40.6813912,-73.92466643,43538.3064516129,5724.15475806452
"861",11233,40.67941655,-73.92460086,44491.1290322581,5801.21125
"862",10451,40.8137723,-73.92452704,31627.1074380165,4200.15053719008
"863",10454,40.80850187,-73.9244602,212825.196850394,28341.1432677165
"864",11233,40.67101841,-73.92435335,3129.30708661417,399.318661417323
"865",10451,40.81293776,-73.92424003,28028.7603305785,3657.45681818182
"866",10034,40.8611462,-73.92397294,48081.9383259912,6811.61017621145
"867",10451,40.81413702,-73.92391527,55499.173553719,7270.41289256198
"868",10451,40.81511019,-73.92389204,55591.7355371901,7293.08446280992
"869",11233,40.68151706,-73.92357812,42537.5,5606.12274193548
"870",11233,40.67935729,-73.92351957,42700.8064516129,5624.46375
"871",10451,40.81340223,-73.92332015,77309.9173553719,9690.56628099174
"872",10034,40.86144173,-73.9232006,47871.8061674009,6759.09414096916
"873",10453,40.84614155,-73.92319696,28298.2677165354,3660.5681496063
"874",11233,40.67170871,-73.92307131,7881.44881889764,921.278661417323
"875",10454,40.81232,-73.9230685,118148.031496063,15636.0193700787
"876",10451,40.81406478,-73.92305023,55862.8099173554,7382.9905785124
"877",11233,40.68157319,-73.92304598,21145.8064516129,2796.71879032258
"878",10451,40.81542077,-73.92303649,27702.0472440945,3766.58748031496
"879",10034,40.85969128,-73.92302963,51302.6431718062,7282.72735682819
"880",11233,40.67398673,-73.92295271,8735.52755905512,1046.90354330709
"881",11212,40.66688219,-73.92295056,3672.56692913386,470.101811023622
"882",11233,40.6754442,-73.92285218,23010.6666666667,2858.56108333333
"883",10453,40.84703808,-73.92280273,38116.5354330709,4841.7718503937
"884",10451,40.81451321,-73.92277956,35248.5950413223,4621.16396694215
"885",11212,40.66631694,-73.92271878,4834.70078740157,605.500748031496
"886",10453,40.84596294,-73.92269184,28661.8897637795,3695.11635826772
"887",11212,40.66611166,-73.92266564,4088.55118110236,502.717559055118
"888",11233,40.67927948,-73.92265194,25317.2580645161,3315.80794354839
"889",11212,40.66591278,-73.92261112,5964.8031496063,807.581653543307
"890",10034,40.861788,-73.92251187,51622.4669603524,7319.98339207048
"891",10034,40.86036316,-73.92247427,50282.2907488987,7147.13356828194
"892",11234,40.63469757,-73.92244632,17947.6363636364,2339.26390909091
"893",10451,40.81516429,-73.92243345,28093.5537190083,3697.47351239669
"894",11233,40.67539375,-73.92241539,21366.9709543568,2659.35738589212
"895",11234,40.63377556,-73.92235753,16572.6126126126,2182.01936936937
"896",11234,40.6352353,-73.92229977,15180.3636363636,1917.78181818182
"897",11233,40.67033148,-73.92227331,4117.74803149606,1127.94299212598
"898",10453,40.84634144,-73.92214904,29841.8897637795,3861.92236220472
"899",10451,40.81409515,-73.92212608,31366.9421487603,4098.87214876033
"900",10453,40.8469075,-73.92209726,28611.6535433071,3633.87712598425
"901",10451,40.81471987,-73.92202684,27422.8099173554,3616.77892561983
"902",10034,40.86102726,-73.92192304,49724.6696035242,7078.75797356828
"903",11234,40.63560374,-73.92185777,15916.3636363636,2079.22972727273
"904",10454,40.81143943,-73.9217328,125192.771084337,16491.9575100402
"905",10034,40.86179747,-73.92167565,50419.3832599119,7146.15960352423
"906",11233,40.67587434,-73.92166288,16568.2987551867,2083.25970954357
"907",11212,40.66596482,-73.92160381,7288.50393700787,865.124803149606
"908",11234,40.63420495,-73.92159059,17058.9090909091,2211.95063636364
"909",10453,40.84676698,-73.92157194,27648.5039370079,3565.67653543307
"910",11234,40.63484765,-73.92155142,18483.2727272727,2391.18477272727
"911",11234,40.63363169,-73.92150637,18732.3636363636,2400.366
"912",11212,40.66628548,-73.92133992,7618.58267716535,845.546062992126
"913",11212,40.66572341,-73.92131187,8120.31496062992,1119.29984251968
"914",11233,40.67583857,-73.92129925,21803.4437086093,2611.37262693157
"915",11234,40.63560459,-73.92122997,18312.7927927928,2400.76085585586
"916",11234,40.63604545,-73.92122866,16823.2727272727,2163.384
"917",10454,40.81219379,-73.9212008,169092.913385827,22265.1686614173
"918",11233,40.67081017,-73.92114502,4769.44881889764,571.305354330709
"919",11234,40.63467081,-73.92112468,17278.7387387387,2261.9022972973
"920",11234,40.6337564,-73.92112397,17336.2162162162,2271.35036036036
"921",10451,40.82035203,-73.9207972,38363.6363636364,5272.67756198347
"922",11212,40.66729173,-73.92074452,3630.61417322835,435.502362204724
"923",11234,40.63642712,-73.92055625,11881.9484240688,1649.10108882521
"924",11233,40.67018583,-73.92051742,3034.20472440945,824.695590551181
"925",11234,40.63545522,-73.92051574,18159.2792792793,2381.11711711712
"926",11212,40.66512544,-73.92042213,22249.4488188976,3085.63031496063
"927",11234,40.63438455,-73.92039741,18636.7272727273,2410.33145454545
"928",11234,40.63402209,-73.9201711,17125.0909090909,2199.73313636364
"929",11212,40.66767726,-73.92015474,2092.25196850394,577.903543307087
"930",11212,40.66370811,-73.9200718,2586.18897637795,711.012283464567
"931",10451,40.82090021,-73.92006831,43246.2809917355,5898.49475206612
"932",11233,40.6761265,-73.92005726,4387.94466403162,534.401897233202
"933",11234,40.63577602,-73.9200542,17401.4414414414,2291.48027027027
"934",10451,40.82015514,-73.92003094,37274.7107438017,5067.57855371901
"935",11212,40.663536,-73.92002371,2168.22047244094,594.907244094488
"936",11233,40.67040102,-73.9200117,1202.88188976378,330.133464566929
"937",11233,40.67074671,-73.92000713,2545.79527559055,601.28062992126
"938",11212,40.66708115,-73.92000286,3760.72440944882,469.215669291339
"939",11212,40.66337862,-73.91998888,2663.85826771654,335.718582677165
"940",11233,40.67100875,-73.91994218,2294.50393700787,603.506535433071
"941",11234,40.63464352,-73.91993382,31917.0909090909,3891.37109090909
"942",10454,40.80585871,-73.91985751,43132.6446280992,5855.93975206612
"943",11233,40.67015305,-73.91968811,2975.375,820.332663043478
"944",11212,40.66337369,-73.9195704,3626.7874015748,664.086377952756
"945",11212,40.66310777,-73.91953694,2926.77165354331,583.13842519685
"946",11212,40.66712288,-73.91950436,2996.10761154856,442.670918635171
"947",11212,40.66281921,-73.91949726,2771.71653543307,754.594645669291
"948",11236,40.63631841,-73.91949301,19464.1441441441,2539.44761261261
"949",10451,40.82147692,-73.91943083,44664.4628099174,5958.74280991736
"950",11233,40.67616608,-73.9194269,2954.12598425197,375.738661417323
"951",11233,40.67644185,-73.91939714,5135.10236220472,603.147165354331
"952",10451,40.82004137,-73.9193862,37011.5702479339,5045.16045454545
"953",11236,40.63536171,-73.91938446,17365.0909090909,2261.48681818182
"954",10454,40.80631029,-73.91935704,43284.7107438017,5884.77933884298
"955",11236,40.63462124,-73.91923422,16072.0720720721,2131.16900900901
"956",11212,40.66397787,-73.91918688,2057.92650918635,313.487165354331
"957",10454,40.80552066,-73.91908985,44573.1404958678,6072.36359504132
"958",11233,40.67529748,-73.91908472,3557.76377952756,614.874566929134
"959",10451,40.82315814,-73.91908047,100242.654028436,13443.1427962085
"960",11233,40.67587905,-73.91904323,3081.11811023622,401.613700787402
"961",11212,40.66721607,-73.91900219,4095.49606299213,500.152204724409
"962",11233,40.67068589,-73.91886196,4040.64566929134,483.718267716535
"963",10451,40.82126546,-73.9188355,37632.3966942149,5124.21640495868
"964",11212,40.66437072,-73.91882221,2570.45669291339,294.275984251969
"965",10454,40.80591963,-73.91871053,44768.1818181818,6076.30400826446
"966",10451,40.82305184,-73.91851089,405436.496350365,51632.7829927007
"967",10451,40.81978576,-73.91840155,38955.3719008264,5300.48396694215
"968",11212,40.65978446,-73.9183364,3786.51968503937,457.145905511811
"969",10454,40.80505253,-73.91830393,46814.8760330579,6236.01239669421
"970",11212,40.65918585,-73.91824661,5115.68503937008,635.56062992126
"971",10453,40.85267504,-73.91816825,63174.8031496063,8733.29708661417
"972",10451,40.82107098,-73.91811728,38951.2396694215,5289.63756198347
"973",11212,40.65940621,-73.91791932,4103.43307086614,780.868582677165
"974",10455,40.81837294,-73.91775609,56406.2992125984,7686.07748031496
"975",11233,40.68594428,-73.91755449,80600.9448818898,11188.4892913386
"976",10455,40.81902905,-73.91747235,73436.2204724409,9755.78346456693
"977",10454,40.80511553,-73.91745796,39989.519650655,5468.99524017467
"978",10451,40.82433658,-73.91723853,116144.881889764,15588.9004724409
"979",10454,40.80506957,-73.91704001,44852.479338843,6084.11789256198
"980",11212,40.66973138,-73.91629322,87829.9212598425,11926.9211023622
"981",10454,40.80491946,-73.9162236,44352.8925619835,6006.33909090909
"982",10451,40.82532039,-73.91588445,109462.235649547,14483.039939577
"983",10454,40.8047413,-73.91586842,41700.826446281,5665.90400826446
"984",10454,40.80397159,-73.91585937,75331.0236220472,10168.462992126
"985",11212,40.66998923,-73.9155173,117146.456692913,15759.9485826772
"986",10456,40.82913963,-73.91537975,35719.6850393701,5209.34850393701
"987",11212,40.67051712,-73.91447211,34856.062992126,4751.76795275591
"988",10453,40.85195405,-73.91420772,6954.33070866142,830.524960629921
"989",10456,40.83153339,-73.91398341,8755.27559055118,1188.21015748032
"990",10453,40.85216668,-73.91397993,6887.24409448819,801.200708661417
"991",10456,40.83041033,-73.91387016,5182.99212598425,723.027952755906
"992",10456,40.82867497,-73.91363566,1858.25196850394,513.694173228346
"993",10456,40.83045777,-73.91358971,2281.74803149606,624.54031496063
"994",10456,40.82878022,-73.91357051,1266.89238845144,260.104645669291
"995",10456,40.83092523,-73.9135528,8857.32283464567,1232.72291338583
"996",11233,40.67282501,-73.91354433,12588.9763779528,1695.13232283465
"997",10456,40.8290495,-73.9134125,2683.13385826772,748.898818897638
"998",10456,40.83083628,-73.91336155,9442.51968503937,1190.3025984252
"999",10456,40.82984017,-73.91333371,1764.28346456693,482.691968503937
"1000",10456,40.82917884,-73.91332676,2545.22834645669,706.984960629921
"1001",10453,40.85290898,-73.91329769,5354.0157480315,633.10094488189
"1002",10456,40.82930079,-73.91326681,1616.42105263158,449.321578947368
"1003",10456,40.82996525,-73.91308854,7514.64566929134,950.339763779528
"1004",10453,40.85350138,-73.91297177,13377.0078740157,1656.14763779528
"1005",10456,40.82997128,-73.91281613,53811.0236220472,7624.89409448819
"1006",10456,40.83052993,-73.91274768,1971.49606299213,537.080157480315
"1007",11233,40.67305189,-73.91258475,5585.28346456693,675.507322834646
"1008",10456,40.83001935,-73.91204511,4484.09448818898,540.821732283465
"1009",10453,40.85223283,-73.91165513,6906.18897637795,872.959527559055
"1010",11377,40.75557492,-73.91104718,13741.3223140496,1807.05289256198
"1011",11377,40.75454542,-73.91096067,18295.3719008264,2447.79743801653
"1012",11377,40.75606719,-73.91081354,19202.6446280992,2503.77814049587
"1013",11377,40.75384937,-73.91079207,25545.4545454545,3425.26979338843
"1014",10456,40.8325042,-73.9107491,3856.37795275591,518.121968503937
"1015",10453,40.85323022,-73.91064106,4775.24409448819,551.891653543307
"1016",10453,40.85396664,-73.91060567,7981.0523255814,1113.43465116279
"1017",11377,40.75640862,-73.91043878,14774.2148760331,1930.41475206612
"1018",10453,40.85351858,-73.91041756,6103.9842519685,722.797952755905
"1019",10455,40.8142318,-73.91040658,45950.3937007874,6406.15606299213
"1020",10453,40.85386022,-73.91032958,3843.77952755906,462.062992125984
"1021",11377,40.75542404,-73.9102824,22430.2479338843,2970.09702479339
"1022",10456,40.83277328,-73.91028198,2141.43307086614,592.369763779528
"1023",11212,40.67214291,-73.9102524,22163.4645669291,2914.04885826772
"1024",10456,40.83287437,-73.91022556,2094.23622047244,572.204960629921
"1025",11377,40.75350688,-73.9101685,20106.4462809917,2694.04181818182
"1026",10456,40.83298082,-73.91016802,2780.50393700787,760.137559055118
"1027",10456,40.83307094,-73.91010338,1914.8031496063,528.796850393701
"1028",11377,40.75694778,-73.91008787,18717.6859504132,2450.52648760331
"1029",11377,40.75453899,-73.91008672,16593.3884297521,2231.40797520661
"1030",10456,40.83318502,-73.910055,2208.04724409449,604.885118110236
"1031",10456,40.83328022,-73.90999733,1780.86614173228,493.156850393701
"1032",10456,40.83338113,-73.9099404,1855.9842519685,506.207086614173
"1033",11377,40.75404576,-73.90991089,20056.0330578512,2682.36309917355
"1034",11377,40.75587507,-73.90988008,20572.2314049587,2685.16537190083
"1035",11212,40.6705738,-73.90985685,18924.4094488189,2457.10799212598
"1036",11212,40.67144048,-73.90980159,34270.8661417323,4464.27090551181
"1037",10455,40.81510086,-73.90969502,35105.291005291,4987.21494708995
"1038",11377,40.7573097,-73.9096771,18752.5619834711,2473.55586776859
"1039",11212,40.67224133,-73.90962148,20732.2834645669,2733.21188976378
"1040",11212,40.66694354,-73.90959869,13463.056768559,1721.48545851528
"1041",10455,40.81256916,-73.90955919,158592.531120332,20506.4714937759
"1042",11377,40.75521614,-73.90955781,15089.2561983471,1975.39975206612
"1043",10456,40.83408217,-73.90954607,1327.6062992126,368.921496062992
"1044",11377,40.75641171,-73.90944183,19413.5537190083,2590.91512396694
"1045",11212,40.66644283,-73.90942276,16820.2620087336,2135.48017467249
"1046",11377,40.75580734,-73.90937727,27448.7603305785,3444.86252066116
"1047",11212,40.6659462,-73.9093513,15536,1929.92060465116
"1048",11212,40.670672,-73.90920762,20483.1496062992,2707.13271653543
"1049",11377,40.75467233,-73.90913648,24103.9669421488,3127.55785123967
"1050",11212,40.6722351,-73.90905792,26335.4330708661,3442.85413385827
"1051",10455,40.8165962,-73.90902176,69051.7928286853,9358.73262948207
"1052",11212,40.66770751,-73.90898319,100544.881889764,13558.787007874
"1053",11212,40.66487495,-73.9089713,14319.3013100437,1806.72624454148
"1054",11212,40.66443827,-73.90896946,10193.6666666667,1375.2467251462
"1055",11377,40.75527908,-73.9088955,21224.6280991736,2809.02256198347
"1056",11212,40.66705565,-73.90888448,19787.4157303371,2380.12679775281
"1057",10463,40.87472462,-73.9088842,44743.8016528926,6070.28388429752
"1058",11233,40.68099705,-73.90885421,55647.2440944882,7204.00188976378
"1059",11377,40.75710388,-73.90884854,19112.7272727273,2507.59152892562
"1060",11212,40.67091432,-73.90872131,23528.8188976378,3092.06248031496
"1061",11377,40.75597002,-73.90871325,18964.6280991736,2511.81909090909
"1062",10456,40.82118319,-73.90865558,3479.40551181102,427.94
"1063",10456,40.83353872,-73.90864349,134993.75,18233.860234375
"1064",11212,40.66604552,-73.9086421,16058.6899563319,2047.25598253275
"1065",10456,40.83229814,-73.90856445,131440.322580645,17390.2395564516
"1066",11233,40.68139147,-73.90855381,50351.1811023622,6740.32897637795
"1067",11212,40.66535365,-73.90850037,10543.9301310044,1349.08541484716
"1068",11212,40.66709775,-73.90849375,13049.7816593886,1681.5868558952
"1069",11212,40.6639267,-73.90842385,70543.3070866142,9373.91716535433
"1070",11377,40.7568038,-73.9083355,20990.4132231405,2753.40371900826
"1071",11212,40.66310145,-73.90828358,97492.9133858268,12849.4972440945
"1072",11212,40.66454457,-73.90824621,15199.3013100437,1903.61034934498
"1073",11212,40.66650604,-73.90823092,28370.6550218341,3582.33816593886
"1074",10456,40.82293472,-73.9081734,42948.031496063,6105.02149606299
"1075",11212,40.67299406,-73.90817298,23911.4960629921,3156.8761023622
"1076",11212,40.66796742,-73.90817291,111159.05511811,14626.3887401575
"1077",10463,40.87653034,-73.90816971,40467.619047619,5521.45871428571
"1078",10463,40.87426506,-73.90815469,40903.8016528926,5410.72834710744
"1079",11212,40.66612831,-73.90815122,17098.6899563319,2150.08689956332
"1080",10455,40.8173582,-73.90813132,47331.8897637795,6573.68452755905
"1081",10463,40.87523037,-73.90806945,37880.3305785124,5232.50801652893
"1082",11233,40.68090202,-73.90805862,51000,6934.0074015748
"1083",10456,40.82077346,-73.90805115,4774.53543307087,869.402165354331
"1084",11212,40.66508586,-73.90803135,12312.6637554585,1564.83052401747
"1085",10456,40.8343413,-73.90801716,147577.952755906,19692.2173228346
"1086",11212,40.66561327,-73.90799809,26529.2576419214,3245.3872489083
"1087",11212,40.67247931,-73.90793554,38157.4803149606,5131.36696850394
"1088",10463,40.87406483,-73.90775988,39028.0991735537,5365.78214876033
"1089",11212,40.66462014,-73.90774899,13888.2096069869,1761.94109170306
"1090",11212,40.66618615,-73.90770808,3893.33333333333,616.796666666667
"1091",11212,40.6641112,-73.90770164,55091.3385826772,7278.67196850394
"1092",11212,40.66318618,-73.90769167,76125.9842519685,10149.224015748
"1093",10456,40.82180447,-73.90764099,3558.12204724409,441.936653543307
"1094",10455,40.81794219,-73.90763634,47287.4015748032,6588.65224409449
"1095",11212,40.66567696,-73.90755223,0,480.585098039216
"1096",10456,40.82992803,-73.90753458,26045.5118110236,3545.39751968504
"1097",10463,40.87574835,-73.90744227,38309.4214876033,5250.66268595041
"1098",10455,40.81725517,-73.90733522,49730.7086614173,6863.15822834646
"1099",11212,40.66801751,-73.90733356,93458.2677165354,12840.3711811024
"1100",11212,40.66468042,-73.90729792,13193.711790393,1666.71152838428
"1101",11212,40.67044494,-73.90729489,36085.0393700787,4965.51716535433
"1102",10456,40.83563818,-73.90727318,120281.516587678,15430.2443127962
"1103",11212,40.66519448,-73.90726946,11611.8777292576,1479.7964628821
"1104",10455,40.81601039,-73.90705012,73877.1653543307,9667.50614173228
"1105",11212,40.66420387,-73.90704582,69861.4173228346,9293.06165354331
"1106",10456,40.83471699,-73.90699065,157518.11023622,21157.2715748031
"1107",11212,40.66630401,-73.9069178,15662.1834061135,2017.16288209607
"1108",10456,40.83652134,-73.90679854,176201.57480315,23408.0274015748
"1109",10463,40.87397911,-73.90679729,51095.041322314,6622.59772727273
"1110",10463,40.87469986,-73.90679503,41214.5454545455,5663.45516528926
"1111",10463,40.87619788,-73.90676704,40118.0165289256,5465.60212809917
"1112",11212,40.66581898,-73.90672762,17225.8515283843,2200.93401746725
"1113",10455,40.81663027,-73.90665621,80151.1811023622,10703.6019685039
"1114",10463,40.87542794,-73.90663701,41572.2314049587,5734.46698347107
"1115",11212,40.66335167,-73.90659684,72721.2598425197,9662.3062992126
"1116",11212,40.66670863,-73.90650411,14364.3668122271,1828.75698689956
"1117",11212,40.66480723,-73.90646373,16619.7379912664,2125.10641921397
"1118",11212,40.66638802,-73.90643378,14932.7510917031,1895.43510917031
"1119",10463,40.87026836,-73.90632813,143478.74015748,19477.4739370079
"1120",10456,40.83363658,-73.90630938,45332.4058823529,5679.01394117647
"1121",11212,40.66586487,-73.90630736,14337.8165938865,1827.01427947598
"1122",11212,40.66424361,-73.90628835,71858.2677165354,9636.78070866142
"1123",11212,40.67092804,-73.90627097,98692.9133858268,12901.88
"1124",10455,40.8169051,-73.90621221,75212.5984251968,10179.0224409449
"1125",11212,40.67137523,-73.90608603,123502.362204724,16351.9194488189
"1126",11212,40.66486202,-73.90604628,14983.7554585153,1895.60847161572
"1127",11212,40.66526129,-73.90603878,16382.1834061135,2067.0607860262
"1128",11212,40.66343664,-73.90600499,85686.6141732283,11471.368503937
"1129",10456,40.83790234,-73.90600192,81548,11013.6219685039
"1130",11212,40.66732775,-73.90588056,33326.4069264069,4231.94138528139
"1131",10456,40.83709625,-73.90583418,164815.748031496,22193.0041732283
"1132",11212,40.66649652,-73.90569058,7431.34199134199,936.198311688312
"1133",11212,40.66731826,-73.9055069,7576.45021645022,946.442077922078
"1134",10456,40.83455436,-73.9055026,147183.805668016,19721.6912145749
"1135",11212,40.66580149,-73.90549001,35652.2943722944,4502.87337662338
"1136",11212,40.66494155,-73.90542845,8041.7316017316,1013.10406926407
"1137",11212,40.66944943,-73.90542497,87763.1496062992,11892.5407086614
"1138",11212,40.66672402,-73.90538102,33419.3939393939,4246.98653679654
"1139",10456,40.82350929,-73.90532057,22314.9790794979,2985.8810460251
"1140",10455,40.81712829,-73.90529993,78053.5433070866,10388.3523622047
"1141",11212,40.66579548,-73.90511668,7813.50649350649,995.240303030303
"1142",10456,40.82181059,-73.90510516,168743.307086614,22194.1954330709
"1143",10456,40.83384352,-73.90506067,108974.193548387,14557.6850403226
"1144",10456,40.82421681,-73.90504198,23703.4309623431,3103.31179916318
"1145",11212,40.66520878,-73.90493827,50768.8311688312,6219.46913419913
"1146",11212,40.66359911,-73.90493666,26528.2706766917,3473.02669172932
"1147",11212,40.66748032,-73.90481315,32262.8571428571,4116.62220779221
"1148",10456,40.82485034,-73.90476425,47611.811023622,6377.49728346457
"1149",11212,40.67015375,-73.90476076,85051.968503937,11176.0309448819
"1150",10455,40.81556473,-73.9047541,83244.094488189,11309.5343307087
"1151",10455,40.81610432,-73.90461622,84393.7007874016,11482.7214173228
"1152",11212,40.6642934,-73.90458958,8012.81385281385,1011.79645021645
"1153",10456,40.82544896,-73.90452997,30868.6192468619,4138.56974895398
"1154",11212,40.66898288,-73.90449294,82401.2121212121,10792.2165151515
"1155",10455,40.81664828,-73.9044823,117688.188976378,14955.0023622047
"1156",11212,40.66972865,-73.90440272,84660.7874015748,11601.4077952756
"1157",10456,40.82329937,-73.90438953,23463.0962343096,3099.73949790795
"1158",10456,40.82258958,-73.90429892,123839.357429719,16300.145060241
"1159",10456,40.83658867,-73.90422741,79097.3228346457,10831.2959055118
"1160",11212,40.6637097,-73.90420443,38048.9795918367,4729.42525510204
"1161",10456,40.82434782,-73.90416738,32849.539748954,4211.93263598326
"1162",11212,40.66754041,-73.90415208,8625.02164502164,1099.71411255411
"1163",10456,40.83472125,-73.90409996,136058.064516129,17508.2678225806
"1164",11212,40.66692887,-73.90397426,34073.7662337662,4321.31714285714
"1165",10456,40.83742685,-73.90390182,128212.598425197,17336.3798425197
"1166",11212,40.66763074,-73.90382781,33712.8110599078,4301.21133640553
"1167",11212,40.66599357,-73.90375386,8179.73333333333,1025.60875555556
"1168",10456,40.82376522,-73.90374913,33485.5230125523,4434.50489539749
"1169",10456,40.82572434,-73.90358951,31315.8158995816,4183.14619246862
"1170",10456,40.82309561,-73.90358391,40000.6694560669,5270.10748953975
"1171",11212,40.66540868,-73.9035783,33465.2813852814,4247.31991341991
"1172",11212,40.66681267,-73.90356554,7792.72727272727,995.925887445887
"1173",11212,40.66381443,-73.90353061,35312.9004329004,4482.60835497836
"1174",10456,40.8264223,-73.90345283,22715.9832635983,3031.28669456067
"1175",11212,40.66610398,-73.90344038,31923.1168831169,4050.61268398268
"1176",10456,40.8238441,-73.90327536,23696.7364016736,3160.20870292887
"1177",11212,40.66528845,-73.90318835,15157.0606060606,2133.75722943723
"1178",10456,40.83716735,-73.90318694,147074.015748031,20418.4187401575
"1179",11212,40.66467178,-73.90315812,22586.3205128205,3513.62480769231
"1180",10456,40.82443493,-73.90303262,24235.6485355649,3208.30891213389
"1181",11212,40.66390961,-73.90287986,33020.2597402597,4203.14341991342
"1182",10456,40.8260223,-73.9028255,33114.309623431,4408.93841004184
"1183",10456,40.82503685,-73.90278802,22750.7949790795,3034.45271966527
"1184",11212,40.66547947,-73.90267992,40062.9921259843,5381.8868503937
"1185",10457,40.83705426,-73.90263064,74672.125984252,10278.3397637795
"1186",10456,40.82576099,-73.90248332,23053.0543933054,3077.41836820084
"1187",11212,40.6646227,-73.90214922,111811.023622047,14535.6723622047
"1188",10457,40.83724987,-73.90168297,5894.50393700787,799.423149606299
"1189",10456,40.83234393,-73.90160797,13312.0078740157,1749.70783464567
"1190",10459,40.82310212,-73.90155119,17547.1220472441,2375.34874015748
"1191",10457,40.83777838,-73.90076208,5955.16535433071,723.505196850394
"1192",10459,40.82614225,-73.90032736,5820.94488188976,669.380472440945
"1193",10459,40.82669754,-73.90000614,6557.24409448819,804.316614173228
"1194",10463,40.87957264,-73.89987748,134293.77593361,17354.0476348548
"1195",10459,40.82648708,-73.89976533,4079.1968503937,1126.48283464567
"1196",10459,40.81976491,-73.89973782,9945.2125984252,1156.21913385827
"1197",10459,40.8259227,-73.89972909,4194.56692913386,1142.54070866142
"1198",10459,40.82624947,-73.89907518,4494.89763779528,516.468818897638
"1199",10459,40.81993164,-73.89906317,5743.83202099738,762.594881889764
"1200",10459,40.82651501,-73.89897165,1608.8031496063,445.173307086614
"1201",11207,40.6675224,-73.89882761,9807.87401574803,1171.36102362205
"1202",10459,40.82758708,-73.898678,137990.551181102,18085.8961417323
"1203",11207,40.66870684,-73.89862257,5462.36220472441,686.702125984252
"1204",11207,40.66695264,-73.89859021,55496.6929133858,7444.5637007874
"1205",11207,40.66613853,-73.89837687,78145.5118110236,10476.2290551181
"1206",11207,40.6668096,-73.89829454,80973.2283464567,10576.4140944882
"1207",11236,40.65051303,-73.89744533,19984.4549763033,2587.39037914692
"1208",11236,40.64804709,-73.89723799,21204.5497630332,2713.77663507109
"1209",11236,40.65070399,-73.89710585,22574.9763033175,2871.84857819905
